ID,Sales
1,4088.776
2,7433.06875
3,8386.63875
4,6738.9025
5,6402.75345
6,5442.93375
7,7435.09325
8,7667.0381
9,5783.405650000001
10,5697.55875
11,6808.270350000001
12,8058.7395
13,7150.4745
14,10867.18225
15,5226.531000000001
16,5542.6921999999995
17,5605.0193500000005
18,9312.194
19,10562.8525
20,9488.491
21,7878.629199999999
22,5064.905000000001
23,5634.4834
24,4840.91325
25,7772.84685
26,11119.14175
27,10786.6325
28,5559.07665
29,4996.39645
30,4316.74185
31,7166.4135
32,10937.182
33,6511.63085
34,5420.635
35,6511.0611499999995
36,7584.5879
37,3697.98905
38,6970.9303
39,4262.8035
40,8067.911
41,8166.204500000001
42,5192.30585
43,7687.1932
44,7998.504500000001
45,4519.7225
46,6710.88645
47,6977.638800000001
48,12078.276
49,6127.9824499999995
50,7978.8313499999995
51,6689.283450000001
52,9192.6665
53,6366.905500000001
54,9502.2435
55,5561.1085
56,4909.2578
57,6189.816150000001
58,5699.87535
59,10420.103500000001
60,7751.38875
61,5472.35665
62,7807.9001499999995
63,7587.237
64,10382.928
65,3982.0603499999997
66,12641.45425
67,4797.236199999999
68,7323.916499999999
69,8013.74585
70,4705.2378499999995
71,6439.045
72,6332.41575
73,7552.34915
74,5437.34215
75,6436.825
76,9505.093
77,7353.611
78,7004.0715
79,5093.17285
80,6799.3935
81,13179.499500000002
82,6182.722400000001
83,4308.9361499999995
84,6883.039000000001
85,5756.6278999999995
86,7193.42505
87,8398.1647
88,3903.02285
89,7458.99755
90,5840.13835
91,7105.2387
92,6447.822
93,4033.8731
94,5867.1355
95,5952.1363
96,8113.067349999999
97,11063.1875
98,5020.4914499999995
99,4700.68185
100,8476.683
101,6043.772
102,6728.868350000001
103,9160.121500000001
104,7911.4895
105,7697.847400000001
106,5409.85625
107,4360.57495
108,6341.85375
109,9956.331999999999
110,8718.741
111,8220.9455
112,7753.894
113,6792.07615
114,8174.39225
115,5500.31815
116,7548.9738
117,9393.239
118,7652.896000000001
119,9692.8415
120,8020.9578
121,8959.686
122,5951.1404
123,6747.5067500000005
124,7727.48075
125,7628.73825
126,4581.3125
127,5459.6947
128,7674.073
129,6525.1365
130,4429.6618
131,8537.3555
132,7993.8045
133,7280.72985
134,5731.790150000001
135,5529.3783
136,7428.823
137,7001.2575
138,8169.87025
139,5634.183300000001
140,7778.9245
141,6445.958500000001
142,4413.59025
143,6014.5068
144,5204.342
145,8590.35
146,8520.046999999999
147,7543.4580000000005
148,12756.718499999999
149,4975.49915
150,5008.8632
151,10613.698499999999
152,6324.667149999999
153,8380.55925
154,7472.373149999999
155,5870.2919999999995
156,6203.630499999999
157,6778.584500000001
158,8794.9765
159,11190.436
160,6196.044400000001
161,3241.3253999999997
162,4553.1271
163,8050.1263
164,8608.9115
165,7507.780500000001
166,7096.6245
167,4708.5898
168,6488.8123
169,3221.3815999999997
170,4891.36865
171,5781.5735
172,7202.9637999999995
173,6941.24755
174,6769.57575
175,8156.14365
176,9160.195
177,7363.2155
178,5510.708049999999
179,9531.0795
180,10729.2045
181,5997.77955
182,7690.5225
183,5594.53615
184,6419.037
185,4259.28175
186,8567.30875
187,5045.5845
188,9101.116
189,6950.26705
190,8712.6335
191,7814.343999999999
192,5334.1673
193,8864.3885
194,19239.358500000002
195,10717.458999999999
196,5623.4828
197,2966.05565
198,6034.6873
199,9173.603
200,6859.0791
201,13116.092499999999
202,17825.536999999997
203,4347.811250000001
204,5543.7466
205,9467.57
206,4705.05085
207,8858.0595
208,6859.0611499999995
209,7354.215200000001
210,4163.477
211,7685.3503
212,7257.056
213,7166.3203
214,10926.768500000002
215,6306.6272
216,5812.90635
217,8592.1355
218,6016.972400000001
219,4987.52345
220,9128.7085
221,7290.5617
222,5931.35075
223,6887.575
224,6050.25285
225,5386.468150000001
226,7304.94565
227,6804.249
228,10148.6505
229,6254.89025
230,7235.0617999999995
231,5418.4703
232,3732.9454
233,6329.37645
234,6711.6223
235,5771.8799
236,5533.7734
237,8667.536
238,7738.38325
239,9031.732
240,6659.9452
241,5669.782999999999
242,5385.0015
243,4300.95935
244,9677.431499999999
245,5944.89405
246,7698.287
247,14830.85
248,7378.25905
249,8406.2745
250,5122.5005
251,4406.0668000000005
252,7324.338400000001
253,4140.29235
254,6011.117
255,10234.075
256,5464.8069
257,16707.6625
258,13778.118999999999
259,4919.99755
260,6894.41865
261,5517.3296
262,6538.33395
263,5435.010200000001
264,13545.4665
265,7629.4568
266,9311.976999999999
267,5219.476
268,7348.23535
269,4928.55685
270,10343.274
271,7080.3983499999995
272,5991.909750000001
273,6462.7645
274,6312.717000000001
275,8000.032
276,9558.613000000001
277,5566.26965
278,9727.002
279,6685.2665
280,9528.395499999999
281,5402.65585
282,6187.142
283,5151.30515
284,9776.394499999999
285,6329.7197
286,8343.285
287,6698.0845
288,8521.3465
289,4495.1717
290,8281.8615
291,6592.10075
292,4201.11515
293,13625.2975
294,17840.586000000003
295,8401.136349999999
296,7224.48415
297,9424.711
298,10648.5645
299,10673.655499999999
300,5771.2825
301,7647.0554999999995
302,5666.34865
303,8620.204
304,3975.8179
305,6200.6404999999995
306,5227.3444500000005
307,6800.88125
308,7156.892
309,5382.3755
310,4730.896500000001
311,6781.3898
312,4839.32415
313,4669.578149999999
314,6088.993
315,6431.04375
316,9669.503
317,9826.48475
318,8377.35765
319,6598.49315
320,5893.1547
321,11138.1265
322,7532.7665
323,5350.194
324,5824.9593
325,7852.1365
326,4275.18095
