ID,Sales
1,4067.375
2,7419.4565
3,8357.382
4,6721.384
5,6450.5435
6,5412.8765
7,7347.498
8,7740.3726
9,5599.635
10,5685.619
11,6858.863
12,8043.0977
13,7191.675
14,10679.802
15,5251.7866
16,5276.924
17,5540.2007
18,9387.212
19,10487.98
20,9448.319
21,7832.148
22,5009.667
23,5595.3745
24,4560.555
25,7774.096
26,11309.5625
27,10363.447
28,5515.393
29,5060.0986
30,4258.1177
31,6967.9
32,10894.7
33,6436.4634
34,5411.385
35,6011.571
36,7512.6714
37,3619.8936
38,6935.721
39,4224.61
40,7633.331
41,7628.52
42,5154.017
43,7818.7134
44,7707.986
45,4622.669
46,6695.3354
47,6998.9326
48,12170.887
49,6175.7354
50,7979.836
51,6702.0186
52,9289.179
53,6348.553
54,9620.999
55,5274.136
56,4943.5703
57,6186.6606
58,5694.716
59,9847.309
60,7802.8525
61,5506.9243
62,7762.0933
63,7406.574
64,10326.428
65,3949.8228
66,12605.6455
67,4795.3784
68,7047.499
69,7990.5977
70,4755.816
71,6345.363
72,6280.956
73,7477.335
74,5447.5283
75,6071.027
76,9363.266
77,7328.007
78,7003.507
79,5068.6685
80,6806.829
81,12867.096
82,6196.0386
83,4231.2563
84,6881.89
85,5762.2065
86,6920.3047
87,8082.2324
88,3837.9219
89,7536.5347
90,5871.5337
91,7088.994
92,6411.0356
93,4032.2512
94,5749.327
95,5424.32
96,8143.455
97,10359.643
98,5007.9136
99,4530.3647
100,8209.814
101,6000.566
102,6426.3657
103,8703.905
104,7480.124
105,7654.5693
106,5439.5425
107,4366.5522
108,6280.812
109,9508.781
110,8133.806
111,8184.975
112,7737.361
113,6494.1777
114,8127.7495
115,5477.42
116,7569.847
117,9450.527
118,7345.599
119,9714.433
120,8045.6606
121,8551.729
122,5876.1333
123,6711.5435
124,7645.587
125,7106.2505
126,4315.0474
127,5413.8784
128,7666.4204
129,6473.676
130,4410.1616
131,8479.119
132,7819.004
133,7044.072
134,5727.739
135,5622.9336
136,7396.867
137,6997.024
138,7540.3525
139,5658.7026
140,7481.373
141,6445.6787
142,4352.43
143,6090.5903
144,5186.106
145,8558.101
146,8218.598
147,7217.2373
148,12282.964
149,4995.781
150,5000.9204
151,10654.57
152,6239.992
153,8483.4795
154,7490.3193
155,5892.1685
156,6220.382
157,6653.656
158,8853.712
159,11192.063
160,6196.2573
161,3205.3098
162,4498.0522
163,8123.278
164,8647.101
165,7157.568
166,7083.2427
167,4662.516
168,6117.46
169,3149.5076
170,4867.52
171,5772.648
172,7178.578
173,6989.2466
174,6645.778
175,8115.0073
176,9213.524
177,7412.341
178,5322.6685
179,9537.393
180,10857.875
181,5982.1587
182,7650.095
183,5550.8433
184,6371.168
185,4248.9355
186,8053.8755
187,4987.648
188,9072.475
189,6896.3525
190,8758.317
191,7748.712
192,5295.5806
193,8864.942
194,19250.387
195,10886.536
196,5628.573
197,3004.5588
198,5969.482
199,9248.336
200,6520.2456
201,13251.171
202,17882.719
203,4146.121
204,5494.5625
205,9504.773
206,4649.7607
207,8749.166
208,6825.781
209,7321.3
210,4179.963
211,7476.5366
212,6851.5
213,7181.1733
214,10451.014
215,6273.1187
216,5831.0537
217,8419.837
218,5859.7173
219,4947.7593
220,8912.308
221,6966.597
222,5970.7915
223,6854.997
224,6058.387
225,5334.3433
226,7339.0303
227,6777.676
228,9838.888
229,6211.1865
230,7275.835
231,5370.9556
232,3814.475
233,6304.9653
234,6625.2656
235,5852.7964
236,5298.2734
237,8714.43
238,7677.3965
239,9012.113
240,6635.4854
241,5643.389
242,5370.74
243,4275.1787
